Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,AWTrials,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,BlockLen,Task,Ephys,StimDur,Delay,VarDelay,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,Wait,TrialLag,K,RewardSize
349,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1,1738.571912,1742.974116,4.402203999999983,2.8181000000000003,3.4021000000000003,0.5840000000000001,3.0682,3.3851,0.3169,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.3851, 3.4959, 3.5898000000000003, 3.705, 3.8186, 3.9396, 4.0543000000000005, 4.1917]","[3.4337, 3.5324, 3.6348, 3.7501, 3.8656, 3.9863, 4.111000000000001, 4.2496]",[],[],0.0075,0.0077,0,0,0.0,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,LR,2.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240321-120644,2024-03-21,12:06:56.912053,12:54:37.397874,,,,
350,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,1742.985312,1749.323116,6.3378040000000055,2.8206,3.3377000000000003,0.5171000000000001,3.0707,3.3282000000000003,0.2575000000000003,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[3.3282000000000003, 3.4583000000000004, 3.9436]","[3.3791, 3.5006000000000004, 4.0107]","[3.4607, 3.6006]","[3.4998, 3.6563]",0.0075,0.0077,0,0,0.0,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,LR,2.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240321-120644,2024-03-21,12:06:56.912053,12:54:37.397874,,,,
351,1,0.0,0,1,0,0,0.0,0.0,0.0,1.0,1,1749.333212,1755.677216,6.344004000000041,2.8206,3.3439,0.5232999999999999,3.0707,3.3344,0.2637,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[3.3344, 3.7556]","[3.3884000000000003, 3.8221]",[3.4633000000000003],[3.5250000000000004],0.0075,0.0077,0,0,0.0,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,LR,2.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240321-120644,2024-03-21,12:06:56.912053,12:54:37.397874,,,,
352,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,1755.6878120000001,1760.014215,4.326403000000028,2.8181000000000003,3.3263000000000003,0.5082,3.0682,3.3093000000000004,0.2411000000000003,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.3093000000000004, 3.3938, 3.4853, 3.5909, 3.6983, 3.8121, 3.9505, 4.0819, 4.2203]","[3.3454, 3.4289, 3.5252000000000003, 3.6319, 3.7426, 3.8613, 3.9931, 4.1295, 4.2711000000000015]",[],[],0.0075,0.0077,0,0,0.0,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,LR,2.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240321-120644,2024-03-21,12:06:56.912053,12:54:37.397874,,,,
353,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,1760.025812,1764.412715,4.386902999999848,2.8181000000000003,3.3868,0.5686999999999998,3.0682,3.3698,0.3016000000000001,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.3698, 3.4758, 3.583, 3.7003, 3.8157, 3.9374, 4.0622, 4.1947]","[3.4192, 3.5191000000000003, 3.6261, 3.7439, 3.8658, 3.9858, 4.1104, 4.2410000000000005]",[],[],0.0075,0.0077,0,0,0.0,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,LR,2.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240321-120644,2024-03-21,12:06:56.912053,12:54:37.397874,,,,
354,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,1764.505812,1770.868716,6.362903999999844,2.8206,3.3628,0.5421999999999998,3.0707,3.3533,0.2826,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[3.3533, 3.4955000000000003, 3.8609, 4.0509]","[3.4013, 3.5353000000000003, 3.9342, 4.0943000000000005]","[3.5017, 3.6756]","[3.5179, 3.7339]",0.0075,0.0077,0,0,0.0,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,LR,2.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240321-120644,2024-03-21,12:06:56.912053,12:54:37.397874,,,,
355,1,0.0,0,1,0,0,0.0,0.0,0.0,1.0,1,1770.879112,1777.2638149999998,6.384702999999945,2.8206,3.3846000000000003,0.5640000000000001,3.0707,3.3751,0.3044000000000002,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[3.3751, 3.5391000000000004, 3.7104]","[3.4342, 3.5735, 3.721]","[3.5316, 3.6896]","[3.576, 3.7475]",0.0075,0.0077,0,0,0.0,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,LR,2.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240321-120644,2024-03-21,12:06:56.912053,12:54:37.397874,,,,
356,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,1777.275812,1781.616615,4.3408029999998226,2.8181000000000003,3.3407,0.5225999999999997,3.0682,3.3237,0.2555000000000001,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.3237, 3.4531, 3.5484, 3.6584, 3.7848, 3.9271]","[3.3906, 3.4906, 3.5942000000000003, 3.7122, 3.8375, 3.9739999999999998]",[],[],0.0075,0.0077,0,0,0.0,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,LR,2.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240321-120644,2024-03-21,12:06:56.912053,12:54:37.397874,,,,
357,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,1781.628112,1785.9514149999998,4.323302999999896,2.8181000000000003,3.3232000000000004,0.5051000000000001,3.0682,3.3062,0.23800000000000002,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.3062, 3.3858, 3.4932000000000003, 3.6042, 3.7223, 3.8432, 3.9765, 4.2476]","[3.3154000000000003, 3.4347000000000003, 3.5385, 3.6548, 3.7736, 3.895, 4.0278, 4.2953]",[],[],0.0075,0.0077,0,0,0.0,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,LR,2.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240321-120644,2024-03-21,12:06:56.912053,12:54:37.397874,,,,
358,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,1785.9620120000006,1792.327616,6.3656040000000775,2.8206,3.3655000000000004,0.5449000000000002,3.0707,3.3560000000000003,0.2853000000000003,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[3.3560000000000003, 3.6708]","[3.4047, 3.7227]",[3.6679],[3.7271],0.0075,0.0077,0,0,0.0,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,LR,2.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240321-120644,2024-03-21,12:06:56.912053,12:54:37.397874,,,,
359,1,0.0,0,1,0,0,0.0,0.0,0.0,1.0,1,1792.3379120000006,1798.7006149999993,6.3627030000000095,2.8206,3.3626,0.5419999999999998,3.0707,3.3531,0.2824,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[3.3531, 3.6324]","[3.3800000000000003, 3.6848]","[3.3601, 3.4539, 3.6366, 3.668, 3.7948]","[3.3764000000000003, 3.506, 3.6404, 3.6807, 3.8592]",0.0075,0.0077,0,0,0.0,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,LR,2.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240321-120644,2024-03-21,12:06:56.912053,12:54:37.397874,,,,
360,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,1798.7103120000006,1803.0498149999999,4.33950300000015,2.8181000000000003,3.3394000000000004,0.5213000000000001,3.0682,3.3224,0.2542,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.3224, 3.44, 3.5488, 3.6599, 3.7863]","[3.3751, 3.4857, 3.5956, 3.7067, 3.8324]",[],[],0.0075,0.0077,0,0,0.0,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,LR,2.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240321-120644,2024-03-21,12:06:56.912053,12:54:37.397874,,,,
361,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,1803.0608120000002,1807.389816,4.329004000000168,2.8181000000000003,3.3289,0.5107999999999997,3.0682,3.3119,0.2437,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.3119, 3.4254, 3.5237000000000003, 3.6368, 3.7676, 3.8928]","[3.3639, 3.4635, 3.5704, 3.6862, 3.8156, 3.9473]",[],[],0.0075,0.0077,0,0,0.0,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,LR,2.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240321-120644,2024-03-21,12:06:56.912053,12:54:37.397874,,,,
362,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,1807.401012,1813.7375149999998,6.336502999999992,2.8206,3.3364000000000003,0.5158,3.0707,3.3269,0.2562000000000002,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[3.3269, 3.4796, 3.65]","[3.3844000000000003, 3.5304, 3.6635]","[3.4772000000000003, 3.6316]","[3.5319000000000003, 3.6875]",0.0075,0.0077,0,0,0.0,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,LR,2.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240321-120644,2024-03-21,12:06:56.912053,12:54:37.397874,,,,
363,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,1813.7474120000002,1818.1041149999999,4.356703000000152,2.8206,3.3566000000000003,0.536,3.0707,3.3394000000000004,0.2687000000000004,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[3.3394000000000004, 3.4389999999999996, 3.5383, 3.659]","[3.3822, 3.4818, 3.5872, 3.7068]",0.0075,0.0077,0,0,0.0,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,LR,2.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240321-120644,2024-03-21,12:06:56.912053,12:54:37.397874,,,,
364,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,1818.1142120000002,1822.4592149999999,4.345003000000133,2.8181000000000003,3.3449,0.5267999999999997,3.0682,3.3279,0.2597,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.3279, 3.4311000000000003, 3.5336000000000003, 3.638, 3.7469, 3.8569, 3.9782, 4.1078]","[3.3725, 3.4661, 3.572, 3.6805, 3.7872, 3.9057, 4.0269, 4.1556000000000015]",[],[],0.0075,0.0077,0,0,0.0,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,LR,2.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240321-120644,2024-03-21,12:06:56.912053,12:54:37.397874,,,,
365,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,1822.4686120000001,1826.8134149999998,4.344803000000184,2.8181000000000003,3.3447,0.5265999999999997,3.0682,3.3277,0.2595000000000001,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.3277, 3.4360000000000004, 3.5334000000000003, 3.6439, 3.7663, 3.8866, 4.0206]","[3.375, 3.4715000000000003, 3.5738000000000003, 3.696, 3.8158, 3.9414, 4.0721]",[],[],0.0075,0.0077,0,0,0.0,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,LR,2.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240321-120644,2024-03-21,12:06:56.912053,12:54:37.397874,,,,
366,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,1826.8254120000001,1833.143916,6.318504000000075,2.8206,3.3184,0.4977999999999998,3.0707,3.3089,0.2382,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[3.3089, 3.4147000000000003, 3.5705]","[3.3287, 3.4663000000000004, 3.5777]",[],[],0.0075,0.0077,0,0,0.0,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,LR,2.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240321-120644,2024-03-21,12:06:56.912053,12:54:37.397874,,,,
367,1,0.0,0,1,0,0,0.0,0.0,0.0,1.0,1,1833.156412,1839.506316,6.349903999999924,2.8206,3.3498,0.5291999999999999,3.0707,3.3403,0.2696000000000001,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[3.3403, 3.4588, 3.6367, 3.811]","[3.3864, 3.5158, 3.6574, 3.8503]","[3.6297, 3.805]","[3.6691, 3.8578]",0.0075,0.0077,0,0,0.0,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,LR,2.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240321-120644,2024-03-21,12:06:56.912053,12:54:37.397874,,,,
368,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,1839.517712,1843.8840149999999,4.366303000000016,2.8181000000000003,3.3662,0.5480999999999998,3.0682,3.3492,0.2810000000000001,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.3492, 3.4623000000000004, 3.5667, 3.676, 3.807, 3.9486]","[3.4032, 3.5043, 3.6104, 3.7263, 3.8588, 3.9955]",[],[],0.0075,0.0077,0,0,0.0,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,LR,2.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240321-120644,2024-03-21,12:06:56.912053,12:54:37.397874,,,,
369,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,1843.895712,1848.217716,4.322004000000106,2.8181000000000003,3.3219000000000003,0.5038,3.0682,3.3049,0.2366999999999999,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.3049, 3.3996, 3.5133, 3.6316, 3.7566, 3.9049]","[3.3348, 3.4462, 3.5605, 3.6794, 3.806, 3.9369]",[],[],0.0075,0.0077,0,0,0.0,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,LR,2.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240321-120644,2024-03-21,12:06:56.912053,12:54:37.397874,,,,
370,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,1848.2276120000001,1852.567916,4.34030400000006,2.8206,3.3402000000000003,0.5196000000000001,3.0707,3.323,0.2523,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[3.6684],[3.6949],"[3.323, 3.4244000000000003, 3.5255, 3.8011]","[3.3611, 3.4627000000000003, 3.5738000000000003, 3.8488]",0.0075,0.0077,0,0,0.0,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,LR,2.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240321-120644,2024-03-21,12:06:56.912053,12:54:37.397874,,,,
371,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,1852.581112,1856.9293149999999,4.348203000000012,2.8206,3.3481,0.5274999999999999,3.0707,3.3309,0.2602000000000002,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[3.3309, 3.4215, 3.5211, 3.6271, 3.7445, 3.8559, 4.0047000000000015]","[3.3544, 3.4627000000000003, 3.5629, 3.6765, 3.7882, 3.9031, 4.0097000000000005]",0.0075,0.0077,0,0,0.0,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,LR,2.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240321-120644,2024-03-21,12:06:56.912053,12:54:37.397874,,,,
372,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,1856.939812,1863.293816,6.354004000000033,2.8181000000000003,3.3539000000000003,0.5358,3.0682,3.3444000000000003,0.2762000000000002,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.3462, 3.7468]","[3.3703000000000003, 3.8076]","[3.3444000000000003, 3.4389999999999996, 3.5570000000000004, 3.7901, 3.8989999999999996, 4.0366]","[3.3712, 3.4849, 3.6203, 3.8056, 3.95, 4.1081]",0.0075,0.0077,0,0,0.0,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,LR,2.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240321-120644,2024-03-21,12:06:56.912053,12:54:37.397874,,,,
373,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1,1863.304712,1867.634715,4.330002999999806,2.8181000000000003,3.3299000000000003,0.5118,3.0682,3.3129,0.2446999999999999,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.3129, 3.4207, 3.5239000000000003, 3.6469, 3.7984]","[3.3596000000000004, 3.4642, 3.5725, 3.7015, 3.8249]",[],[],0.0075,0.0077,0,0,0.0,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,LR,2.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240321-120644,2024-03-21,12:06:56.912053,12:54:37.397874,,,,
374,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,1867.649312,1872.040916,4.391603999999916,2.8206,3.3915,0.5709,3.0707,3.3743000000000003,0.3036000000000003,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[3.3743000000000003, 3.4747000000000003, 3.575, 3.6885, 3.7971, 3.9145]","[3.4156, 3.5145, 3.6181, 3.734, 3.8458, 3.9752]",0.0075,0.0077,0,0,0.0,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,LR,2.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240321-120644,2024-03-21,12:06:56.912053,12:54:37.397874,,,,
375,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,1872.052412,1876.4167149999998,4.3643030000000635,2.8206,3.3642000000000003,0.5436000000000001,3.0707,3.347,0.2763,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[3.347, 3.4449, 3.5489, 3.6575, 3.7608, 3.8857]","[3.3882000000000003, 3.4814000000000003, 3.5937, 3.6986, 3.8089999999999997, 3.9392]",0.0075,0.0077,0,0,0.0,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,LR,2.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240321-120644,2024-03-21,12:06:56.912053,12:54:37.397874,,,,
376,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,1876.433612,1880.7763149999998,4.342703000000029,2.8181000000000003,3.3426,0.5244999999999997,3.0682,3.3256,0.2574000000000001,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.3256, 3.4692000000000003, 3.7243, 3.8487, 3.9564, 4.0655, 4.1852, 4.3228]","[3.3557, 3.4873000000000003, 3.7851, 3.8915, 3.9993, 4.1164000000000005, 4.2366]","[3.3449, 3.4308, 3.5601000000000003]","[3.3519, 3.4905000000000004, 3.6178]",0.0075,0.0077,0,0,0.0,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,LR,2.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240321-120644,2024-03-21,12:06:56.912053,12:54:37.397874,,,,
377,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,1880.7855129999998,1885.1197149999998,4.334202000000005,2.8181000000000003,3.3341000000000003,0.516,3.0682,3.3171,0.2488999999999999,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.3171, 3.4164000000000003, 3.5129, 3.6146, 3.725, 3.8383, 3.9678]","[0.0101, 3.3557, 3.4516, 3.5506, 3.6569, 3.7699, 3.8899, 4.0243]",[],[],0.0075,0.0077,0,0,0.0,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,LR,2.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240321-120644,2024-03-21,12:06:56.912053,12:54:37.397874,,,,
378,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,1885.1305120000002,1891.466116,6.335604000000102,2.8206,3.3355,0.5148999999999999,3.0707,3.326,0.2553000000000001,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[3.326, 3.4446000000000003, 3.9926]","[3.3783000000000003, 3.4927, 4.0454]","[3.5909, 3.7963]","[3.6355, 3.8408]",0.0075,0.0077,0,0,0.0,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,LR,2.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240321-120644,2024-03-21,12:06:56.912053,12:54:37.397874,,,,
379,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,1891.479712,1895.8758149999999,4.396103000000039,2.8206,3.3960000000000004,0.5754000000000001,3.0707,3.3788,0.3081,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[3.3788, 3.4947000000000004, 3.5969, 3.7031, 3.8155, 3.9382]","[3.4312, 3.5338000000000003, 3.6407, 3.7483, 3.8616, 3.9867]",0.0075,0.0077,0,0,0.0,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,LR,2.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240321-120644,2024-03-21,12:06:56.912053,12:54:37.397874,,,,
380,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,1895.8877120000002,1900.236215,4.348502999999937,2.8181000000000003,3.3484000000000003,0.5303,3.0682,3.3314000000000004,0.2632000000000003,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.3314000000000004, 3.4449, 3.5368000000000004, 3.6336, 3.7432, 3.8586, 3.9919]","[3.3825000000000003, 3.4785000000000004, 3.5697, 3.6731, 3.786, 3.9061, 4.0401]",[],[],0.0075,0.0077,0,0,0.0,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,LR,2.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240321-120644,2024-03-21,12:06:56.912053,12:54:37.397874,,,,
381,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,1900.247012,1904.577316,4.330304000000069,2.8181000000000003,3.3302,0.5120999999999998,3.0682,3.3132,0.2450000000000001,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.3132, 3.4177, 3.5212000000000003, 3.6263, 3.7387, 3.8712, 4.0124]","[3.3569999999999998, 3.4591000000000003, 3.5618000000000003, 3.6712, 3.7859, 3.9188, 4.0529]",[],[],0.0075,0.0077,0,0,0.0,2.0,0.0,0,0,1,0,0,1,1,0,0,0.0,0.5,LR,2.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod3,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod3,4,36003,4,1.8.2,004_stage_training_v5_20240321-120644,2024-03-21,12:06:56.912053,12:54:37.397874,,,,
